Name,Year,Rating,Verdict,Color,Intensity,Aroma,Sweetness,Acidity,Alcohol,Tannin,Balance,Finish,Aftertaste
"GITANA WINERY, Surori",2018,91.1,fine,9.6,9.5,9.5,9.0,8.9,9.0,8.9,8.9,8.9,8.9
"FÁUTOR, Aurore, Feteasca Neagra – Tempranillo",2016,91.7,fine,9.6,9.5,9.6,8.9,8.9,8.9,9.2,9.0,9.2,8.9
"ASCONI, Sol Negru, Feteasca Neagra",2016,91.1,fine,9.5,9.5,9.6,8.9,8.9,8.9,9.0,8.9,9.1,8.8
"UNICORN ESTATE, Symbioz, Private Collection, Rara Neagra",2016,92.3,fine,9.6,9.7,9.8,9.0,8.9,9.0,9.1,9.0,9.0,9.0
"CARLEVANA, Raritet, Rara Neagra",2016,90.3,nice,9.4,9.5,9.5,8.9,8.8,8.8,8.8,8.8,9.1,8.7
"CRAMA ROTENBERG, Emeritus, Merlot",2015,90.4,nice,9.5,9.6,9.6,8.8,8.8,8.8,8.8,8.8,8.9,8.8
"CRICOVA, Vin Virgin",2015,90.9,nice,9.5,9.6,9.7,8.8,8.7,8.9,9.0,8.9,9.1,8.7
"ET CETERA, Aeroplane, Carmenere",2016,90.0,nice,9.4,9.5,9.5,8.8,8.8,8.8,8.7,8.8,8.9,8.8
"TARABOSTE, Pur Aristocratic, Pinot Noir",2016,91.7,fine,9.6,9.6,9.7,8.9,8.9,9.0,9.0,8.9,9.0,8.9
"UNICORN ESTATE, Symbioz, Private Collection, Pinot Noir",2016,91.2,fine,9.6,9.5,9.6,8.9,8.8,9.0,9.0,8.9,9.1,8.8
"CASTEL MIMÍ, Rosu de Bulboaca",2015,91.6,fine,9.5,9.6,9.7,9.0,9.0,8.9,8.9,8.9,9.0,8.9
"EQUINOX, Trei Crai",2015,91.1,fine,9.3,9.5,9.6,8.9,8.8,8.9,9.0,8.9,9.3,8.9
"ET CETERA, Cuvee Rouge",2015,90.7,nice,9.6,9.6,9.7,8.8,8.9,8.8,8.8,8.8,8.9,8.8
"1000 DE CHIPURI, Distinctis",1000,91.8,fine,9.7,9.6,9.7,8.9,8.8,8.9,9.0,8.9,9.3,8.8
"PURCARI, Cuvée de Purcari, Feteasca Alba, Brut",1000,90.6,nice,9.5,9.5,9.5,8.9,9.0,8.9,8.8,8.9,8.8,8.8
"FÁUTOR, Late Harvest, Sauvignon Blanc",2017,91.7,fine,9.5,9.6,9.7,9.0,8.9,9.1,8.9,9.0,8.9,8.9
"JIDVEI, Owner’s Choice, Ana, Sauvignon Blanc",2017,90.0,nice,9.7,9.5,9.5,8.8,8.7,8.8,8.7,8.8,8.8,8.7
"GITANA WINERY, La Petite Sophie",2016,91.1,fine,9.6,9.6,9.6,8.9,8.8,8.9,8.9,8.9,9.0,8.9
"FÁUTOR, Illustro",2016,90.4,nice,9.5,9.5,9.6,8.9,8.8,8.8,8.8,8.8,8.9,8.8
"RADACINI, Fiori, Feteasca Neagra & Syrah",2016,91.0,fine,9.5,9.5,9.6,9.0,8.8,8.8,9.0,8.9,9.2,8.7
"CHÂTEAU VARTELY, Individo, Feteasca Neagra",2016,90.0,nice,9.4,9.5,9.4,8.9,8.7,8.8,8.9,8.8,8.9,8.7
"F’AUTOR, *310 Altitudine, Merlot – Rara Neagra",2016,90.4,nice,9.5,9.5,9.5,8.9,8.8,8.9,8.8,8.8,8.9,8.8
"TIMBRUS, Feteasca Neagra, Oak Aged",2016,88.5,fair,9.3,9.4,8.7,8.7,8.7,8.8,8.7,8.7,8.9,8.6
"PELICAN NEGRU, Silk Red Blend",2015,91.4,fine,9.7,9.6,9.7,8.9,9.0,8.9,8.9,8.9,8.9,8.9
"FÁUTOR, Illustro",2015,92.6,fine,9.6,9.6,9.7,9.1,9.0,9.0,9.0,9.1,9.0,8.9
"ALPHA ESTATE, S.M.X.",2015,92.6,fine,9.5,9.6,9.7,9.0,9.0,9.3,9.0,9.1,9.3,8.9
"LACERTA, Cuvée IX",2015,91.6,fine,9.6,9.6,9.7,8.9,9.1,8.9,9.0,9.0,9.0,8.8
"EQUINOX, 5 Elemente",2015,92.6,fine,9.5,9.6,9.7,9.0,9.0,9.1,9.0,9.1,9.0,9.0
"GITANA WINERY, Lupi",2015,91.6,fine,9.6,9.7,9.8,8.8,8.9,8.9,9.0,8.9,9.0,9.0
"1000 DE CHIPURI, Shiraz",1000,91.5,fine,9.6,9.6,9.7,8.8,8.8,8.9,9.1,8.9,9.4,8.7
"MAISON BOUEY, Crida, Cahors-Malbec",2014,91.7,fine,9.7,9.6,9.7,8.9,8.9,8.8,9.0,8.9,9.0,8.8
"MINIS TERRIOS113, Cabernet Sauvignon",2014,90.7,nice,9.5,9.5,9.5,8.9,8.9,8.8,8.8,8.8,9.2,8.8
"UNICORN ESTATE, Symbioz, Cabernet Sauvignon – Merlot – Rara Neagra",2013,91.4,fine,9.4,9.5,9.6,8.9,8.9,8.8,9.2,9.0,9.3,8.8
"POIANA WINERY, Cabernet Sauvignon, Rezerva",2012,89.9,nice,9.4,9.5,9.5,8.8,8.7,8.8,8.8,8.8,8.9,8.7
"CRICOVA, Pinot Meunier, Extra-Sec",2012,89.9,nice,9.7,9.5,9.5,8.7,8.8,8.8,8.7,8.8,8.7,8.7
"CHÂTEAU VARTELY, Ice Wine, Riesling",2017,93.4,great,9.6,9.6,9.6,9.4,9.5,9.4,8.9,9.3,9.1,9.0
"RADACINI, Fiori, Feteasca Alba",2017,90.4,nice,9.5,9.5,9.5,8.8,8.9,8.9,8.8,8.8,8.9,8.8
"FÁUTOR, Aurore, Albariño – Sauvignon Blanc",2017,91.1,fine,9.4,9.6,9.6,8.9,8.9,9.0,8.9,8.9,9.0,8.9
"ALPHA ESTATE, Ecosystem, Sauvignon Blanc, Fumé",2016,91.5,fine,9.6,9.7,9.6,8.9,8.9,8.9,8.9,8.9,9.2,8.9
"PURCARI, Rosé de Purcari",2018,91.0,fine,9.7,9.6,9.7,8.9,8.8,8.9,8.8,8.8,9.0,8.8
"GOGU WINERY, Rosé, Cabernet-Sauvignon",2018,90.9,nice,9.6,9.6,9.6,8.9,8.8,8.9,8.8,8.9,8.9,8.9
"RADACINI, Fiori, Feteasca Neagra",2016,90.0,nice,9.4,9.5,9.6,8.9,8.7,8.7,8.8,8.8,8.9,8.7
"GITANA WINERY, Saperavi",2015,91.3,fine,9.5,9.6,9.7,9.0,8.9,8.9,9.0,8.9,8.9,8.9
"F’AUTOR, *310 Altitudine, Cabernet Sauvignon – Feteasca Neagra",2016,90.6,nice,9.5,9.5,9.6,8.9,8.8,8.9,8.8,8.8,9.0,8.8
"TIMBRUS, Polifonia, Note #2",2016,89.3,nice,9.5,9.4,9.2,8.7,8.8,8.7,8.7,8.7,8.9,8.7
"VINARIA DIN VALE, Vintage, Codru",2016,90.1,nice,9.5,9.4,9.4,8.9,8.8,8.8,8.8,8.8,9.0,8.7
"CHÂTEAU VARTELY, Individo, Merlot – Cabernet Sauvignon",2015,90.3,nice,9.5,9.5,9.7,8.9,8.8,8.8,8.7,8.8,8.9,8.7
"BOSTAVAN, Dor, Rara Neagra – Cabernet Sauvignon",2016,90.4,nice,9.4,9.5,9.6,8.9,8.8,8.8,8.9,8.9,8.8,8.8
"FÁUTOR, Aurore, Rara Neagra",2016,91.4,fine,9.6,9.6,9.7,9.0,8.9,9.0,8.8,8.9,9.0,8.9
"PELICAN NEGRU, Soft Red Blend",2015,90.7,nice,9.5,9.5,9.6,8.9,8.9,8.9,8.8,8.9,8.8,8.9
"ET CETERA, Serendipity",2015,91.0,fine,9.6,9.6,9.7,8.9,8.9,8.8,8.9,8.9,8.9,8.8
"TARABOSTE, Pur Aristocratic",2015,91.0,fine,9.6,9.6,9.7,8.9,8.8,8.8,8.9,8.8,9.1,8.8
"PURCARI, Negru de Purcari",2015,91.4,fine,9.6,9.6,9.7,8.9,8.9,9.0,8.9,8.9,9.0,8.9
"EQUINOX, Sintagma v.1",2015,92.1,fine,9.5,9.6,9.7,9.0,9.0,9.1,9.0,9.0,9.0,8.8
"ET CETERA, Rose Spumante, Extra Brut",2016,90.5,nice,9.7,9.5,9.6,8.7,8.8,8.9,8.8,8.9,8.8,8.8
"BRUMARIU, Riesling, Ice-Wine",2007,92.0,fine,9.4,9.5,9.5,9.3,9.0,9.0,8.9,9.1,9.1,9.0
"PURCARI, Alb de Purcari",2016,90.0,nice,9.5,9.5,9.6,8.8,8.7,8.8,8.7,8.8,8.9,8.7
"RADACINI, Reserve ’16",2016,90.0,nice,9.4,9.5,9.7,8.8,8.8,8.7,8.7,8.8,8.9,8.7
"FÁUTOR, Aurore, Pinot Grigio",2017,90.7,nice,9.4,9.5,9.6,8.9,8.9,8.9,8.9,8.9,8.9,8.8
"PURCARI, Vinohora",2018,90.3,nice,9.7,9.7,9.7,8.7,8.7,8.8,8.7,8.7,8.9,8.7
"CRICOVA, Feteasca Neagra",2018,89.8,nice,9.7,9.6,9.7,8.7,8.5,8.7,8.6,8.6,9.0,8.7
"HERDADE DAS MOURAS DE ARRAIOLOS, Tapada das Lebres, Premium",2016,90.7,nice,9.5,9.6,9.7,8.8,8.8,8.9,8.9,8.8,8.9,8.8
"TIMBRUS, Polifonia, Note #1",2016,89.2,nice,9.5,9.4,9.1,8.7,8.8,8.7,8.7,8.7,8.9,8.7
"F’AUTOR, *310 Altitudine, Cabernet Sauvignon – Merlot",2016,90.1,nice,9.5,9.5,9.5,8.8,8.7,8.9,8.8,8.8,8.9,8.7
"PELICAN NEGRU, Velvet Red Blend",2015,90.6,nice,9.5,9.6,9.7,8.9,8.8,8.8,8.9,8.8,8.8,8.8
"SALCUTA, Eno, Reserva",2015,88.8,fair,9.4,9.5,9.5,8.8,8.8,8.7,8.5,8.5,8.8,8.3
"GITANA WINERY, Lupi",2013,91.6,fine,9.6,9.7,9.8,8.8,8.9,9.0,8.9,8.9,9.0,9.0
"ILLUSTRO, Rezerva",2013,91.2,fine,9.6,9.6,9.7,8.9,8.9,8.9,8.9,8.9,9.0,8.8
"PURCARI, Negru de Purcari, Vintage",2013,91.5,fine,9.6,9.7,9.7,8.9,8.9,8.9,9.0,8.9,9.0,8.9
"POGGIO AL TESORO, Sondraia, Bolgheri Superiore",2013,91.7,fine,9.6,9.6,9.7,8.9,8.9,9.0,9.0,8.9,9.2,8.9
"TENUTA DI ARCENO, Il Fauno di Arcanum, Toscana",2012,92.4,fine,9.6,9.6,9.6,9.0,9.0,9.0,9.0,9.1,9.3,9.0
"CHÂTEAU LA TOUR CARNET, Grand Cru Classé, Haut-Médoc",2012,92.4,fine,9.6,9.6,9.6,9.0,9.0,9.1,9.0,9.1,9.0,9.0
"VIÑA VIK, VIK, Millahue",2012,95.5,great,9.9,9.4,9.6,9.5,9.5,9.4,9.4,9.4,9.3,9.3
"PURCARI, Cuvée de Purcari, Extra Brut Alb",2012,90.0,nice,9.4,9.5,9.5,8.9,8.8,8.9,8.7,8.8,8.8,8.7
"GITANA WINERY, Alb de Gitana",2012,89.7,nice,9.3,9.5,9.6,8.7,8.8,8.8,8.7,8.8,8.8,8.7
"KTIMA GEROVASSILIOU, White",2016,90.5,nice,9.7,9.5,9.3,8.9,8.9,8.9,8.7,8.8,9.0,8.8
"CRICOVA, Prestige, Pinot Grigio",2017,88.7,fair,9.4,9.4,9.4,8.7,8.5,8.7,8.5,8.6,8.9,8.6
"FÁUTOR, Aurore, Feteasca Regala",2017,90.5,nice,9.6,9.6,9.6,8.9,8.8,8.9,8.7,8.8,8.9,8.7
"SALCUTA, Eno, Tamaioasa de Salcuta",2017,89.0,nice,9.6,9.7,9.6,8.7,8.7,8.8,8.3,8.5,8.6,8.5
"GITANA WINERY, Surori",2017,90.5,nice,9.5,9.6,9.7,8.8,8.8,8.9,8.8,8.8,8.9,8.7
"CONDE D’ERVIDEIRA, Vinho da Água II",2015,90.8,nice,9.7,9.5,9.7,8.9,8.9,8.9,8.8,8.8,8.9,8.7
"EQUINOX, Shiraz",2015,92.9,fine,9.7,9.7,9.8,8.9,9.0,8.9,9.4,9.0,9.0,8.9
"UNICORN ESTATE, Equilibrium, Cabernet Sauvignon – Merlot",2015,89.9,nice,9.2,9.5,9.6,8.8,8.8,8.8,8.8,8.8,8.8,8.8
"ET CETERA, Aeroplane, Cuvee Rouge",2015,90.2,nice,9.5,9.5,9.6,8.8,8.8,8.9,8.7,8.8,8.9,8.7
"MINIS TERRIOS, Rosu Imparat",2015,90.4,nice,9.5,9.5,9.6,8.8,8.9,8.8,8.8,8.8,8.9,8.8
"GOGU WINERY, Metafora",2015,90.4,nice,9.5,9.6,9.7,8.9,8.8,8.8,8.7,8.8,8.9,8.7
"GITANA WINERY, Lupi",2014,91.1,fine,9.5,9.6,9.7,8.8,8.9,8.9,8.9,8.9,9.0,8.9
"TIMBRUS, De Autor, Blend No.2",2015,90.2,nice,9.5,9.5,9.5,8.9,8.9,8.7,8.8,8.8,8.9,8.7
"PURCARI, Rosu de Purcari",2014,91.4,fine,9.6,9.5,9.7,8.9,9.0,9.0,8.9,8.9,9.0,8.9
"RADACINI, Reserve ’15",2015,90.6,nice,9.3,9.5,9.5,8.9,8.9,8.9,8.9,8.9,9.0,8.8
"VINARIA NOBILA, Feteasca Neagra",2014,90.8,nice,9.5,9.5,9.7,8.9,8.8,8.9,8.9,8.8,9.0,8.8
"1000 DE CHIPURI, Cabernet Franc",1000,91.7,fine,9.6,9.5,9.6,9.0,8.9,9.0,9.0,9.0,9.0,8.9
"CASTEL MIMÍ, Cabernet Sauvignon, Reserve",2012,91.7,fine,9.6,9.6,9.7,8.9,9.0,9.0,8.9,9.0,9.0,9.0
"ET CETERA, Spumante, Extra Brut",2016,90.4,nice,9.6,9.6,9.5,8.9,8.7,9.0,8.7,8.8,8.9,8.7
"FÁUTOR, Late Harvest, Rhein Riesling",2016,91.8,fine,9.6,9.7,9.8,9.1,8.9,9.0,8.9,9.0,9.0,8.8
"CARASTELEC, Vinca, Sophia, Cuvée Barrique",2015,92.0,fine,9.6,9.6,9.6,9.0,9.0,9.0,8.9,9.0,9.3,9.0
"ET CETERA, Cuvée Blanc",2015,90.2,nice,9.4,9.5,9.5,8.8,8.8,8.9,8.8,8.8,8.9,8.8
"TARABOSTE, Pur Aristocratic, Chardonnay",2015,90.3,nice,9.5,9.5,9.7,8.8,8.8,8.9,8.7,8.8,8.9,8.7
"BAUER, R.A.W.",2016,90.5,nice,9.7,9.6,9.5,8.8,8.7,8.9,8.7,8.8,9.0,8.8
"PURCARI, Rosé de Purcari",2017,91.5,fine,9.7,9.6,9.7,9.0,8.9,9.0,8.9,8.9,8.9,8.9
"POIANA WINERY, Rosé",2017,90.9,nice,9.7,9.6,9.5,8.9,8.8,8.9,8.8,8.9,8.9,8.9
"GITANA WINERY, Rosu de Gitana",2017,89.4,nice,9.0,9.5,9.4,8.7,8.8,8.8,8.7,8.7,8.9,8.7
"BOSTAVAN, Dor, Reserve, Cabernet Sauvignon",2015,90.4,nice,9.4,9.5,9.6,8.9,8.8,8.9,8.8,8.8,8.9,8.8
"CHÂTEAU VARTELY, Individo, Rara Neagra – Malbec – Syrah",2015,90.5,nice,9.5,9.5,9.6,8.9,8.8,8.8,8.9,8.8,8.9,8.8
"UNICORN ESTATE, Equilibrium, Cabernet Sauvignon – Merlot – Rara Neagra",2015,90.2,nice,9.3,9.5,9.6,8.8,8.8,8.8,8.9,8.8,9.0,8.7
"ASCONI, Sol Negru, Feteasca Neagra",2015,91.2,fine,9.7,9.6,9.7,8.9,8.8,8.9,8.9,8.9,9.0,8.8
"PURCARI, Vinohora",2015,90.5,nice,9.5,9.6,9.6,8.8,8.9,8.8,8.8,8.8,8.9,8.8
"CARLEVANA, Raritet, Rara Neagra",2014,90.4,nice,9.5,9.5,9.5,8.9,8.9,8.8,8.7,8.8,9.0,8.8
"GITANA WINERY, Autograf, Merlot",2014,90.4,nice,9.4,9.5,9.6,8.8,8.8,8.9,8.8,8.8,8.9,8.9
"VINARIA NOBILA, Merlot",2014,90.4,nice,9.5,9.6,9.6,8.8,8.8,8.8,8.8,8.8,8.9,8.8
"ERRAZURIZ, Max, Carmenere, Reserva",2014,91.5,fine,9.7,9.6,9.7,8.9,9.0,9.0,8.9,8.9,9.0,8.8
"TIMBRUS, Saperavi, Oenologist Reserve",2014,91.8,fine,9.7,9.5,9.5,8.9,9.0,9.1,8.9,9.0,9.0,9.0
"PENFOLDS, Bin 28, Kalimna, Shiraz",2013,92.5,fine,9.7,9.6,9.7,9.0,9.1,9.0,9.1,9.1,9.1,8.9
"PURCARI, Cuvée de Purcari, Alb Brut",2013,90.6,nice,9.5,9.6,9.6,8.8,8.9,8.9,8.8,8.9,8.8,8.8
"FÁUTOR, Late Harvest, Traminer",2016,91.1,fine,9.5,9.7,9.7,9.0,8.9,9.0,8.7,8.9,8.9,8.8
"GITANA WINERY, La Petite Sophie",2015,90.8,nice,9.6,9.7,9.7,8.8,8.7,8.9,8.7,8.8,9.2,8.7
"ET CETERA, Chardonnay, {barrel fermented}",2015,91.6,fine,9.5,9.6,9.7,8.9,9.0,9.0,8.9,8.9,9.1,9.0
"TIMBRUS, Polifonia, Note #3",2016,88.9,fair,9.4,9.4,9.5,8.7,8.6,8.8,8.6,8.7,8.8,8.4
"LA SASTRERIA, Garnacha Blanca",2017,89.3,nice,9.6,9.6,9.7,8.6,8.6,8.7,8.5,8.5,9.0,8.5
"PURCARI, Vinohora",2017,90.4,nice,9.5,9.5,9.4,8.8,8.9,9.0,8.8,8.9,8.8,8.8
"GITANA WINERY, Roz de Gitana",2017,90.3,nice,9.5,9.6,9.7,8.7,8.7,8.9,8.8,8.8,8.9,8.7
"KTIMA GEROVASSILIOU, Red",2011,89.9,nice,9.3,9.5,9.5,8.8,8.7,8.9,8.8,8.8,8.9,8.7
"CASTEL MIMÍ, Merlot, Reserve",2012,91.7,fine,9.7,9.7,9.8,9.0,8.9,9.0,8.9,8.9,8.9,8.9
"LAPOSTOLLE, Casa, Carmenère",2012,89.4,nice,9.5,9.3,9.5,8.8,8.7,8.8,8.7,8.7,8.8,8.6
"WINERY KHAREBA, Saperavi, Premium",2012,91.0,fine,9.5,9.6,9.5,8.9,8.9,8.9,8.9,8.9,9.0,8.9
"ALIRA, Flamma, Rosu Savuros",2013,89.8,nice,9.3,9.6,9.7,8.9,8.7,8.8,8.6,8.7,9.0,8.5
"SERVE, Cuvée Guillaume",2014,89.8,nice,9.6,9.5,9.6,8.8,8.5,8.9,8.8,8.7,9.1,8.3
"ASCONI, Sol Negru, Pinot Noir",2015,90.0,nice,9.3,9.4,9.5,8.9,8.8,8.9,8.8,8.8,8.8,8.8
"BOSTAVAN, Dor, Reserve, Merlot",2015,90.2,nice,9.4,9.5,9.5,8.8,8.8,8.9,8.8,8.8,8.9,8.8
"ET CETERA, Merlot",2014,91.0,fine,9.6,9.6,9.7,8.9,8.8,8.9,8.9,8.9,8.9,8.8
"GITANA WINERY, Autograf, Cabernet Sauvignon",2014,90.7,nice,9.5,9.5,9.6,8.9,8.8,8.9,8.9,8.9,8.9,8.8
"TARABOSTE, Pur Aristocratic, Cabernet Sauvignon",2014,90.8,nice,9.5,9.6,9.7,8.9,8.9,8.8,8.8,8.8,9.0,8.8
"CASA E. DI MIRAFIORE, Barbera D’Alba, Superiore",2014,92.3,fine,9.6,9.7,9.8,9.0,9.0,9.0,9.0,9.0,9.3,8.9
"SHABO, Grand Reserve, Cuvée Extra Brut",2014,90.1,nice,9.5,9.5,9.5,8.8,8.8,8.9,8.8,8.8,8.8,8.7
"CHÂTEAU VARTELY, Individo, Feteasca Regala – Riesling",2017,89.4,nice,9.6,9.5,9.6,8.7,8.7,8.6,8.6,8.7,8.9,8.5
"F’AUTOR, *310 Altitudine, Chardonnay – Feteasca Regala",2016,90.6,nice,9.5,9.5,9.7,8.9,8.8,8.9,8.8,8.8,8.9,8.8
"CONTEMPORAL, Vinho Verde, Alvarinho",2016,90.6,nice,9.5,9.6,9.7,8.8,8.8,8.9,8.8,8.8,8.9,8.8
"COMPROMISSO, Loureiro, Colheita Seleccionada",2016,91.0,fine,9.7,9.6,9.7,8.8,8.9,8.9,8.8,8.8,8.9,8.9
"VILLA MARIA, Sauvignon Blanc, Marlborough, Private Bin",2016,91.3,fine,9.6,9.7,9.6,8.9,8.9,9.1,8.8,8.9,8.9,8.9
"KAIKOURA BAY, Sauvignon Blanc, Hawkes Bay",2014,94.2,great,9.6,9.7,9.8,9.5,9.7,9.5,9.0,9.4,9.0,9.0
"CHÂTEAU VARTELY, Individo, Cabernet Sauvignon – Merlot",2017,90.4,nice,9.5,9.5,9.5,8.9,8.8,8.9,8.8,8.9,8.8,8.8
"LA SASTRERIA, Garnacha",2017,89.5,nice,9.4,9.5,9.4,8.7,8.7,8.8,8.7,8.7,8.9,8.7
"CLOS DU MONT-OLIVET, Châteauneuf-du-Pape",2012,90.4,nice,9.6,9.6,9.7,8.8,8.6,8.9,8.8,8.8,8.9,8.7
"TOHANI, Principele Radu, Merlot, Anul III",2012,91.9,fine,9.7,9.6,9.7,9.0,9.0,9.0,9.0,9.0,9.0,8.9
"CORCOVA, Cuvée Bohéme",2013,89.7,nice,9.7,9.5,9.7,8.7,8.5,8.8,8.7,8.5,9.1,8.5
"ALPHA ESTATE, Syrah – Merlot – Xynomavro",2013,91.8,fine,9.6,9.6,9.7,9.0,8.9,9.0,9.0,9.0,9.1,8.9
"EQUINOX, 5 Elemente",2014,92.6,fine,9.7,9.7,9.9,9.0,9.0,9.0,9.3,9.0,9.0,9.0
"ET CETERA, Serendipity",2014,90.8,nice,9.6,9.5,9.7,8.9,8.8,8.9,8.8,8.9,8.8,8.9
"VINARIA NOBILA, Sinodrea",2014,90.9,nice,9.3,9.6,9.7,8.9,8.9,8.8,8.8,8.8,9.3,8.8
"LES ARMES ROYALES, Saint-Emilion",2014,91.9,fine,9.7,9.8,9.6,9.0,8.9,8.9,9.0,9.0,9.0,8.8
"SACRE ROYAL, Haut-Médoc",2014,90.8,nice,9.5,9.6,9.6,8.9,8.8,8.8,8.9,8.9,9.0,8.8
"CRAMA OPRISOR, Smerenie",2015,91.9,fine,9.6,9.7,9.7,9.0,8.9,9.0,9.0,9.0,9.1,8.9
"F’AUTOR, Negre",2015,91.1,fine,9.7,9.7,9.7,9.0,8.8,8.9,9.0,9.0,9.0,8.9
"CORTEN, d’Oro, Extra Brut Alb",2015,90.4,nice,9.5,9.4,9.5,8.9,9.0,9.0,8.7,8.8,8.8,8.8
"F’AUTOR, Fumé Blanc",2016,91.2,fine,9.6,9.7,9.8,8.8,8.9,9.0,8.8,8.9,8.9,8.8
"CRICOVA, Prestige, Sauvignon",2016,90.1,nice,9.5,9.5,9.6,8.7,8.8,8.8,8.8,8.8,8.8,8.8
"CHÂTEAU VARTELY, Individo, Traminer – Sauvignon Blanc",2016,90.0,nice,9.5,9.6,9.7,8.8,8.7,8.8,8.7,8.7,8.8,8.7
"SCHLOSS JOHANNISBERG, Gelblack, Riesling Rheingau",2016,91.5,fine,9.7,9.6,9.7,8.9,9.0,9.0,8.9,8.9,8.9,8.9
"AVELEDA, Alvarinho, Colheita Selecionada",2016,90.5,nice,9.6,9.7,9.7,8.7,8.8,8.9,8.7,8.8,8.8,8.8
"VINVOYAGE, Viorica",2016,88.5,fair,9.5,9.5,9.4,8.7,8.5,8.7,8.5,8.6,8.8,8.3
"SAINT JEAN D’ARDIÉRES, Pinot Noir Rosé",2017,90.1,nice,9.6,9.6,9.6,8.8,8.7,8.9,8.7,8.7,8.7,8.8
"CRICOVA, Prestige, Rosé de Cricova",2017,90.2,nice,9.5,9.5,9.5,8.9,8.8,8.9,8.7,8.8,8.9,8.7
"UNICORN ESTATE, Symbioz, Private Collection, Cabernet Sauvignon",2010,90.5,nice,9.6,9.4,9.3,9.0,8.8,8.8,8.9,8.9,9.0,8.8
"DOMENIUL COROANEI, Minima Moralia, Recunostinta",2013,90.1,nice,9.3,9.5,9.6,8.9,8.8,8.8,8.8,8.8,8.9,8.7
"VINARIA NOBILA, Cabernet Sauvignon",2014,90.5,nice,9.5,9.6,9.7,8.9,8.8,8.8,8.8,8.8,8.9,8.7
"ET CETERA, Cabernet Sauvignon",2014,91.8,fine,9.6,9.6,9.7,9.0,9.0,9.0,9.0,9.0,8.9,9.0
"CRICOVA, Amplius",2014,89.9,nice,9.5,9.7,9.7,8.7,8.8,8.7,8.7,8.7,8.8,8.6
"GRANJA AMARELEJA, Alentejo, Reserva",2014,89.9,nice,9.4,9.4,9.5,8.8,8.7,8.9,8.8,8.8,8.9,8.7
"MONTE XANIC, Gran Ricardo",2014,92.7,fine,9.7,9.7,9.8,9.0,9.0,9.0,9.1,9.0,9.3,8.9
"EQUINOX, Echinoctius",2014,91.8,fine,9.6,9.7,9.7,8.9,9.0,8.9,9.1,8.9,9.1,8.9
"1000 DE CHIPURI, Feteasca Neagra",1000,90.9,nice,9.5,9.5,9.7,8.9,8.7,8.9,8.9,8.8,9.2,8.8
"KAIKOURA BAY, Pinot Noir, Hawkes Bay",2015,92.0,fine,9.5,9.6,9.7,8.9,9.0,9.7,8.8,9.0,8.9,8.9
"ALPHA ESTATE, Ecosystem, Pinot Noir, Single Block",2014,91.1,fine,9.5,9.5,9.7,9.0,9.0,8.9,8.9,8.9,8.9,8.8
"PURCARI, Cuvée de Purcari, Rosé Brut",2014,90.3,nice,9.4,9.5,9.5,8.8,8.9,8.9,8.8,8.9,8.8,8.8
"GITANA WINERY, Manastirea Rohrbach Cru",2015,90.8,nice,9.5,9.7,9.8,8.9,8.8,8.9,8.8,8.8,8.8,8.8
"VINARIA DIN VALE, Vintage, Chardonnay – Feteasca Alba",2015,89.7,nice,9.4,9.5,9.6,8.8,8.7,8.9,8.6,8.7,8.9,8.6
"CRICOVA, Feteasca Alba",2016,90.2,nice,9.4,9.4,9.6,8.8,8.9,8.9,8.8,8.8,8.8,8.8
"F’AUTOR, *310 Altitudine, Traminer – Riesling",2016,89.4,nice,9.6,9.6,9.5,8.8,8.6,8.7,8.6,8.7,8.8,8.5
"REGUENGO DE MELGAÇO, Alvarinho, Vinho Verde",2016,90.6,nice,9.5,9.7,9.8,8.9,8.8,8.9,8.7,8.7,8.9,8.7
"TIMBRUS, Viorica",2016,89.3,nice,9.3,9.5,9.3,8.7,8.8,8.7,8.8,8.7,8.8,8.7
"PURCARI, Vinohora",2016,90.6,nice,9.7,9.5,9.3,8.9,9.0,8.9,8.8,8.9,8.8,8.8
"BOSTAVAN, Dor, Merlot – Saperavi",2016,89.9,nice,9.5,9.4,9.5,8.8,8.7,8.8,8.8,8.8,8.8,8.8
"PURCARI, Negru de Purcari, Vintage",2013,91.5,fine,9.5,9.5,9.7,9.0,8.9,8.8,9.2,9.0,9.0,8.9
"CORCOVA, Reserve, Syrah",2013,91.6,fine,9.6,9.6,9.7,9.0,8.9,8.9,8.9,9.0,8.9,8.9
"DAC, Dac Rezerv",2014,89.9,nice,9.5,9.5,9.5,8.8,8.6,8.8,8.8,8.8,8.9,8.7
"CIMAROSA, Winemaker’s Selection",2012,90.8,nice,9.5,9.4,9.6,8.9,8.8,8.9,8.9,8.8,9.2,8.8
"MASI, Campofiorin, Rosso del Veronese",2011,90.7,nice,9.6,9.5,9.7,8.8,8.9,8.9,8.8,8.9,8.8,8.8
"ERRAZURIZ, Max Reserva, Cabernet Sauvignon",2013,90.3,nice,9.6,9.5,9.5,8.8,8.8,8.9,8.8,8.8,8.9,8.7
"TOHANI, Principele Radu, Merlot, Anul II",2011,92.1,fine,9.8,9.7,9.6,9.0,9.0,9.0,9.0,9.0,9.0,9.0
"BOTTEGA, Il Vino dei Poeti, Brunello di Montalcino",2012,92.9,fine,9.4,9.5,9.6,9.3,9.5,9.0,9.3,9.3,9.0,9.0
